cpu_name;cores;cpu_mark;thread_mark;tdp;socket;category
Intel Celeron 887 @ 1.50GHz;2;754;703;17;BGA1023;Laptop
Intel Celeron 900 @ 2.20GHz;1;395;819;-1;PGA478;Laptop
Intel Celeron 925 @ 2.30GHz;1;477;910;35;Unknown;Laptop
Intel Celeron @ 1.30GHz;1;572;610;-1;Unknown;Unknown
Intel Celeron B710 @ 1.60GHz;1;106;101;35;rPGA988B;Laptop
Intel Celeron B800 @ 1.50GHz;2;652;637;35;PGA988B;Laptop
Intel Celeron B810 @ 1.60GHz;2;775;754;35;PGA988B;Laptop
Intel Celeron B815 @ 1.60GHz;2;723;699;35;PGA988B;Laptop
Intel Celeron B820 @ 1.70GHz;2;815;759;35;PGA988B;Laptop
Intel Celeron B830 @ 1.80GHz;2;843;829;35;rPGA988B;Laptop
Intel Celeron B840 @ 1.90GHz;2;1015;918;35;PGA988B;Laptop
Intel Celeron D 347 @ 3.06GHz;1;232;565;86;PLGA775;Desktop
Intel Celeron D 352 @ 3.20GHz;1;274;576;86;PLGA775;Desktop
Intel Celeron D 356 @ 3.33GHz;1;251;619;86;PLGA775;Desktop
Intel Celeron D 360 @ 3.46GHz;1;372;712;65;PLGA775;Desktop
Intel Celeron D 420 @ 1.60GHz;1;313;388;35;LGA775;Desktop
Intel Celeron E1200 @ 1.60GHz;2;551;588;65;LGA775;Desktop
Intel Celeron E1400 @ 2.00GHz;2;735;758;65;LGA775;Desktop
Intel Celeron E1500 @ 2.20GHz;2;626;764;65;LGA775;Desktop
Intel Celeron E1600 @ 2.40GHz;2;840;916;65;LGA775;Desktop
Intel Celeron E3200 @ 2.40GHz;2;839;970;65;LGA775;Desktop
Intel Celeron E3300 @ 2.50GHz;2;795;967;65;LGA775;Desktop
Intel Celeron E3400 @ 2.60GHz;2;840;987;65;LGA775;Desktop
Intel Celeron E3500 @ 2.70GHz;2;935;1154;65;LGA775;Desktop
Intel Celeron G1101 @ 2.27GHz;2;1086;929;73;FCLGA1156;Desktop
Intel Celeron G1610 @ 2.60GHz;2;1517;1376;55;FCLGA1155;Desktop
Intel Celeron G1610T @ 2.30GHz;2;1377;1229;35;LGA1155;Desktop
Intel Celeron G1620 @ 2.70GHz;2;1556;1449;55;FCLGA1155;Desktop
Intel Celeron G1620T @ 2.40GHz;2;1541;1332;35;LGA1155;Desktop
Intel Celeron G1630 @ 2.80GHz;2;1707;1553;55;FCLGA1155;Desktop
Intel Celeron G1820 @ 2.70GHz;2;1707;1537;53;FCLGA1150;Desktop
Intel Celeron G1820T @ 2.40GHz;2;1631;1394;35;LGA1150;Desktop
Intel Celeron G1820TE @ 2.20GHz;2;1020;978;35;LGA1150;Desktop
Intel Celeron G1830 @ 2.80GHz;2;1560;1513;53;LGA1150;Desktop
Intel Celeron G1840 @ 2.80GHz;2;1768;1584;53;FCLGA1150;Desktop
Intel Celeron G1840T @ 2.50GHz;2;1576;1431;35;LGA1150;Desktop
Intel Celeron G1850 @ 2.90GHz;2;1915;1692;54;FCLGA1150;Desktop
Intel Celeron G3900 @ 2.80GHz;2;2178;1715;51;FCLGA1151;Desktop
Intel Celeron G3900E @ 2.40GHz;2;2034;1499;35;FCBGA1440;Laptop
Intel Celeron G3900T @ 2.60GHz;2;2102;1578;35;Unknown;Desktop
Intel Celeron G3900TE @ 2.30GHz;2;1850;1402;35;FCLGA1151;Laptop
Intel Celeron G3920 @ 2.90GHz;2;2358;1781;51;FCLGA1151;Desktop
Intel Celeron G3930 @ 2.90GHz;2;2236;1778;51;FCLGA1151;Desktop
Intel Celeron G3930T @ 2.70GHz;2;2040;1657;35;FCLGA1151;Desktop
Intel Celeron G3930TE @ 2.70GHz;2;2218;1706;35;FCLGA1151;Desktop
Intel Celeron G3950 @ 3.00GHz;2;2322;1851;51;FCLGA1151;Desktop
Intel Celeron G440 @ 1.60GHz;1;425;743;35;LGA1155;Desktop
Intel Celeron G460 @ 1.80GHz;1;469;699;35;LGA1155;Desktop
Intel Celeron G465 @ 1.90GHz;1;547;819;35;LGA1155;Desktop
Intel Celeron G470 @ 2.00GHz;1;568;844;35;LGA1155;Desktop
Intel Celeron G4900 @ 3.10GHz;2;2441;1881;54;FCLGA1151-2;Desktop
Intel Celeron G4900T @ 2.90GHz;2;2231;1736;35;FCLGA1151-2;Desktop
Intel Celeron G4920 @ 3.20GHz;2;2500;1960;54;FCLGA1151-2;Desktop
Intel Celeron G4930 @ 3.20GHz;2;2590;1989;54;FCLGA1151-2;Desktop
Intel Celeron G4930T @ 3.00GHz;2;2297;1769;35;FCLGA1151;Desktop
Intel Celeron G4950 @ 3.30GHz;2;2714;2041;54;FCLGA1151;Desktop
Intel Celeron G530 @ 2.40GHz;2;1117;1098;65;LGA1155;Desktop
Intel Celeron G530T @ 2.00GHz;2;1056;962;35;LGA1155;Desktop
Intel Celeron G540 @ 2.50GHz;2;1172;1144;65;LGA1155;Desktop
Intel Celeron G540T @ 2.10GHz;2;1137;995;35;LGA1155;Desktop
Intel Celeron G550 @ 2.60GHz;2;1250;1207;65;LGA1155;Desktop
Intel Celeron G550T @ 2.20GHz;2;1102;1026;35;LGA1155;Desktop
Intel Celeron G555 @ 2.70GHz;2;1388;1289;65;LGA1155;Desktop
Intel Celeron G5900 @ 3.40GHz;2;2643;2107;58;FCLGA1200;Desktop
Intel Celeron G5900T @ 3.20GHz;2;2620;2028;35;FCLGA1200;Desktop
Intel Celeron G5905 @ 3.50GHz;2;2808;2182;58;FCLGA1200;Desktop
Intel Celeron G5905T @ 3.30GHz;2;2100;1757;35;FCLGA1200;Desktop
Intel Celeron G5920 @ 3.50GHz;2;2482;2151;58;FCLGA1200;Desktop
Intel Celeron G5925 @ 3.60GHz;2;2841;2225;58;FCLGA1200;Desktop
Intel Celeron G6900;2;4551;2723;46;LGA1700,BGA1700;Desktop
Intel Celeron G6900T;2;4003;2343;35;FCLGA1700;Desktop
Intel Celeron G6900TE;2;2373;1393;35;FCLGA1700;Mobile/Embedded
Intel Celeron J1750 @ 2.41GHz;2;595;659;10;FCBGA1170;Desktop
Intel Celeron J1800 @ 2.41GHz;2;572;657;10;FCBGA1170;Desktop
Intel Celeron J1850 @ 1.99GHz;4;942;455;10;FCBGA1170;Desktop
Intel Celeron J1900 @ 1.99GHz;4;1151;651;10;FCBGA1170;Desktop
Intel Celeron J3060 @ 1.60GHz;2;665;627;6;BGA1170;Desktop
Intel Celeron J3160 @ 1.60GHz;4;1265;601;6;BGA1170;Desktop
Intel Celeron J3355 @ 2.00GHz;2;1197;826;10;FCBGA1296;Desktop, Laptop
Intel Celeron J3455 @ 1.50GHz;4;2254;812;10;FCBGA1296;Desktop
Intel Celeron J3455E @ 1.50GHz;4;2193;846;10;FCBGA1296;Desktop
Intel Celeron J4005 @ 2.00GHz;2;1585;1109;10;FCBGA1090;Desktop
Intel Celeron J4025 @ 2.00GHz;2;1550;1175;10;FCBGA1090;Desktop
Intel Celeron J4105 @ 1.50GHz;4;2902;1092;10;FCBGA1090;Desktop
Intel Celeron J4115 @ 1.80GHz;4;2687;1068;-1;Unknown;Desktop
Intel Celeron J4125 @ 2.00GHz;4;2963;1165;10;FCBGA1090;Desktop
Intel Celeron J6412 @ 2.00GHz;4;3857;1380;10;FCBGA1493;Mobile/Embedded
Intel Celeron J6413 @ 1.80GHz;4;4378;1490;10;FCBGA1296;Mobile/Embedded
Intel Celeron M 1.00GHz;1;149;197;-1;Unknown;Laptop
Intel Celeron M 1.30GHz;1;205;284;-1;Unknown;Laptop
Intel Celeron M 1.50GHz;1;216;280;21;PPGA478, H-PBGA4;Laptop
Intel Celeron M 1.60GHz;1;190;433;-1;Unknown;Laptop
Intel Celeron M 1.70GHz;1;252;370;-1;Unknown;Laptop
Intel Celeron M 1300MHz;1;197;274;-1;Unknown;Laptop
Intel Celeron M 1500MHz;1;217;297;-1;Unknown;Laptop
Intel Celeron M 360 1.40GHz;1;221;305;21;H-PBGA479, PPGA4;Laptop
Intel Celeron M 410 @ 1.46GHz;1;123;301;27;PPGA478;Laptop
Intel Celeron M 420 @ 1.60GHz;1;139;391;27;PPGA478;Laptop
Intel Celeron M 430 @ 1.73GHz;1;169;466;27;PPGA478;Laptop
Intel Celeron M 440 @ 1.86GHz;1;169;485;27;PBGA479, PPGA478;Laptop
Intel Celeron M 443 @ 1.20GHz;1;125;288;-1;PBGA479;Laptop
Intel Celeron M 450 @ 2.00GHz;1;230;598;27;PPGA478;Laptop
Intel Celeron M 520 @ 1.60GHz;1;239;505;30;PPGA478;Laptop
Intel Celeron M 530 @ 1.73GHz;1;291;552;30;PBGA479, PPGA478;Laptop
Intel Celeron M 723 @ 1.20GHz;1;267;507;10;BGA956;Laptop
Intel Celeron M 900MHz;1;123;155;-1;Unknown;Laptop
Intel Celeron N2805 @ 1.46GHz;2;335;394;-1;FCBGA1170;Laptop
Intel Celeron N2806 @ 1.60GHz;2;485;534;-1;FCBGA1170;Laptop
Intel Celeron N2807 @ 1.58GHz;2;500;569;-1;FCBGA1170;Laptop
Intel Celeron N2808 @ 1.58GHz;2;510;586;-1;FCBGA1170;Laptop
Intel Celeron N2810 @ 2.00GHz;2;420;512;-1;FCBGA1170;Laptop
Intel Celeron N2815 @ 1.86GHz;2;495;560;-1;FCBGA1170;Laptop
Intel Celeron N2820 @ 2.13GHz;2;502;602;-1;FCBGA1170;Laptop
Intel Celeron N2830 @ 2.16GHz;2;550;629;-1;FCBGA1170;Laptop
Intel Celeron N2840 @ 2.16GHz;2;588;673;7;FCBGA1170;Laptop
Intel Celeron N2910 @ 1.60GHz;4;773;447;-1;FCBGA1170;Laptop
Intel Celeron N2920 @ 1.86GHz;4;950;552;-1;FCBGA1170;Laptop
Intel Celeron N2930 @ 1.83GHz;4;1013;582;-1;FCBGA1170;Laptop
Intel Celeron N2940 @ 1.83GHz;4;1041;605;-1;FCBGA1170;Laptop
Intel Celeron N3000 @ 1.04GHz;2;616;566;4;FCBGA1170;Laptop
Intel Celeron N3010 @ 1.04GHz;2;597;584;4;FCBGA1170;Laptop
Intel Celeron N3050 @ 1.60GHz;2;590;556;6;FCBGA1170;Laptop
Intel Celeron N3060 @ 1.60GHz;2;659;628;6;Unknown;Laptop
Intel Celeron N3150 @ 1.60GHz;4;1197;570;6;FCBGA1170;Laptop
Intel Celeron N3160 @ 1.60GHz;4;1178;563;6;FCBGA1170;Laptop
Intel Celeron N3350 @ 1.10GHz;2;1108;802;6;FCBGA1296;Laptop
Intel Celeron N3450 @ 1.10GHz;4;1981;766;6;FCBGA1296;Laptop
Intel Celeron N4000 @ 1.10GHz;2;1418;1037;6;FCBGA1090;Laptop
Intel Celeron N4000C @ 1.10GHz;2;1397;995;6;FCBGA1090;Laptop
Intel Celeron N4020 @ 1.10GHz;2;1547;1148;6;FCBGA1090;Laptop
Intel Celeron N4020C @ 1.10GHz;2;1545;1131;6;FCBGA1090;Laptop, Mobile/Embedded
Intel Celeron N4100 @ 1.10GHz;4;2436;1004;6;FCBGA1090;Laptop
Intel Celeron N4120 @ 1.10GHz;4;2492;1092;6;FCBGA1090;Laptop
Intel Celeron N4500 @ 1.10GHz;2;1980;1379;6;FCBGA1338;Mobile/Embedded
Intel Celeron N4505 @ 2.00GHz;2;2285;1512;10;FCBGA1338;Mobile/Embedded
Intel Celeron N5095 @ 2.00GHz;4;4102;1509;15;FCBGA1338;Desktop
Intel Celeron N5095A @ 2.00GHz;4;4128;1515;15;FCBGA1338;Desktop
Intel Celeron N5100 @ 1.10GHz;4;3308;1398;6;FCBGA1338;Laptop
Intel Celeron N5105 @ 2.00GHz;4;4059;1511;10;FCBGA1338;Mobile/Embedded
Intel Celeron N6210 @ 1.20GHz;2;1997;1360;-1;Unknown;Mobile/Embedded
Intel Celeron N6211 @ 1.20GHz;2;2245;1586;-1;FCBGA1493;Mobile/Embedded
Intel Celeron P4500 @ 1.87GHz;2;848;747;35;PGA988A;Laptop
Intel Celeron P4505 @ 1.87GHz;2;689;820;35;BGA1288;Laptop
Intel Celeron P4600 @ 2.00GHz;2;863;795;35;PGA988A;Laptop
Intel Celeron SU2300 @ 1.20GHz;2;482;507;10;BGA956;Laptop
Intel Celeron T1600 @ 1.66GHz;2;562;634;35;Unknown;Laptop
Intel Celeron U1900 @ 1.99GHz;4;1028;527;-1;Unknown;Unknown
Intel Celeron U3400 @ 1.07GHz;2;516;456;18;BGA1288;Laptop
Intel Celeron U3600 @ 1.20GHz;2;579;523;18;BGA1288;Laptop
Intel Core 5 120U;10;17292;3728;15;FCBGA1744;Mobile/Embedded
Intel Core 860 @ 2.80GHz;4;2754;1142;-1;Unknown;Unknown
Intel Core Duo L2300 @ 1.50GHz;2;387;442;15;BGA479;Desktop
Intel Core Duo L2400 @ 1.66GHz;2;348;501;15;BGA479;Laptop
Intel Core Duo L2500 @ 1.83GHz;2;404;578;15;BGA479;Laptop
Intel Core Duo T2050 @ 1.60GHz;2;325;495;31;PGA478;Desktop
Intel Core Duo T2250 @ 1.73GHz;2;350;530;31;PGA478;Laptop
Intel Core Duo T2300 @ 1.66GHz;2;325;507;31;BGA479;Laptop
Intel Core Duo T2350 @ 1.86GHz;2;385;576;31;PGA478;Laptop
Intel Core Duo T2400 @ 1.83GHz;2;361;525;31;BGA479;Laptop
Intel Core Duo T2450 @ 2.00GHz;2;411;608;31;PGA478;Laptop
Intel Core Duo T2500 @ 2.00GHz;2;408;613;31;BGA479;Laptop
Intel Core Duo T2600 @ 2.16GHz;2;456;665;31;BGA479;Laptop
Intel Core Duo T2700 @ 2.33GHz;2;498;652;31;BGA479;Laptop
Intel Core Duo U2400 @ 1.06GHz;2;255;342;9;BGA479;Laptop
Intel Core Duo U2500 @ 1.20GHz;2;220;362;9;BGA479;Laptop
Intel Core i3-1000NG4 @ 1.10GHz;2;3640;1792;9;BGA1526;Laptop
Intel Core i3-1005G1 @ 1.20GHz;2;4956;2200;15;FCBGA1526;Laptop
Intel Core i3-10100 @ 3.60GHz;4;8672;2619;65;FCLGA1200;Desktop
Intel Core i3-10100E @ 3.20GHz;4;8365;2333;65;FCLGA1200;Desktop, Mobile/Embedded
Intel Core i3-10100F @ 3.60GHz;4;8768;2593;65;FCLGA1200;Desktop
Intel Core i3-10100T @ 3.00GHz;4;7323;2277;35;FCLGA1200;Laptop
Intel Core i3-10100TE @ 2.30GHz;4;6237;1715;35;LGA 1200;Mobile/Embedded
Intel Core i3-10100Y @ 1.30GHz;2;2935;1657;5;BGA 1528;Mobile/Embedded
Intel Core i3-10105 @ 3.70GHz;4;8596;2685;65;FCLGA1200;Desktop
Intel Core i3-10105F @ 3.70GHz;4;9010;2658;-1;FCLGA1200;Desktop
Intel Core i3-10105T @ 3.00GHz;4;8035;2355;35;FCLGA1200;Desktop
Intel Core i3-10110U @ 2.10GHz;2;3914;2211;15;FCBGA1528;Laptop
Intel Core i3-10110Y @ 1.00GHz;2;3269;2090;7;UTFCBGA1377;Laptop
Intel Core i3-10300 @ 3.70GHz;4;9304;2695;65;FCLGA1200;Desktop
Intel Core i3-10300T @ 3.00GHz;4;8036;2350;35;FCLGA1200;Desktop
Intel Core i3-10305 @ 3.80GHz;4;9115;2809;65;FCLGA1200;Desktop
Intel Core i3-10305T @ 3.00GHz;4;8136;2457;35;FCLGA1200;Desktop
Intel Core i3-10320 @ 3.80GHz;4;10027;2840;65;FCLGA1200;Desktop
Intel Core i3-10325 @ 3.90GHz;4;10268;2863;65;FCLGA1200;Desktop
Intel Core i3-11100B @ 3.60GHz;4;11357;2912;65;Unknown;Desktop
Intel Core i3-11100HE @ 2.40GHz;4;11289;3070;45;FCBGA1787;Mobile/Embedded
Intel Core i3-1110G4 @ 1.80GHz;2;4390;2287;-1;FCBGA1598;Mobile/Embedded
Intel Core i3-1115G4 @ 3.00GHz;2;6118;2651;15;FCBGA1449;Laptop
Intel Core i3-1115G4E @ 3.00GHz;2;5912;2634;15;BGA 1449;Mobile/Embedded
Intel Core i3-1115GRE @ 3.00GHz;2;4322;2058;15;FCBGA1449;Mobile/Embedded
Intel Core i3-1125G4 @ 2.00GHz;4;9700;2493;28;FCBGA1449;Laptop
Intel Core i3-12100;4;13534;3432;60;FCLGA1700;Desktop
Intel Core i3-12100E;4;14250;3481;60;FCLGA1700;Mobile/Embedded
Intel Core i3-12100F;4;14165;3469;58;FCLGA1700;Desktop
Intel Core i3-12100T;4;12675;3282;35;FCLGA1700;Desktop
Intel Core i3-12100TE;4;12314;3101;35;FCLGA1700;Laptop, Mobile/Embedded
Intel Core i3-1210U;6;10641;3417;9;BGA1781;Laptop
Intel Core i3-1215U;6;10934;3326;15;FCBGA1744;Laptop
Intel Core i3-1215UE;6;9643;3271;28;FCBGA1744;Mobile/Embedded
Intel Core i3-1215UL;6;6161;2046;15;FCLGA1700;Mobile/Embedded
Intel Core i3-1220P;10;14407;3412;28;FCBGA1744;Laptop
Intel Core i3-1220PE;8;16146;3474;35;FCBGA1744;Mobile/Embedded
Intel Core i3-12300;4;14695;3630;60;LGA 1700;Desktop
Intel Core i3-12300T;4;13251;3399;35;FCLGA1700;Desktop
Intel Core i3-1305U;5;9491;3411;15;FCBGA1744;Laptop
Intel Core i3-13100;4;14737;3660;60;FCLGA1700;Desktop
Intel Core i3-13100E;4;11650;2750;65;FCLGA1700;Mobile/Embedded
Intel Core i3-13100F;4;14664;3611;58;FCLGA1700;Desktop
Intel Core i3-13100T;4;13210;3444;69;FCLGA1700;Desktop
Intel Core i3-1315U;6;12657;3562;15;FCBGA1744;Laptop
Intel Core i3-1315UE;6;8294;2851;15;FCBGA1744;Mobile/Embedded
Intel Core i3-14100;4;15391;3776;60;FCLGA1700;Desktop
Intel Core i3-14100F;4;15300;3812;110;FCLGA1700;Desktop
Intel Core i3-2100 @ 3.10GHz;2;1855;1425;65;LGA1155;Desktop
Intel Core i3-2100T @ 2.50GHz;2;1488;1088;35;LGA1155;Desktop
Intel Core i3-2102 @ 3.10GHz;2;2029;1400;65;FCLGA1155;Desktop
Intel Core i3-2105 @ 3.10GHz;2;1896;1439;65;LGA1155;Desktop
Intel Core i3-21050 @ 3.10GHz;2;2193;1429;-1;Unknown;Unknown
Intel Core i3-2120 @ 3.30GHz;2;1964;1518;65;LGA1155;Desktop
Intel Core i3-2120T @ 2.60GHz;2;1520;1159;35;LGA1155;Desktop
Intel Core i3-2125 @ 3.30GHz;2;2083;1570;65;LGA1155;Desktop
Intel Core i3-2130 @ 3.40GHz;2;2034;1563;65;LGA1155;Desktop
Intel Core i3-2140 @ 3.50GHz;2;2307;1535;65;Unknown;Unknown
Intel Core i3-2310E @ 2.10GHz;2;1845;733;35;FCBGA1023;Laptop
Intel Core i3-2310M @ 2.10GHz;2;1220;946;35;BGA1023;Laptop
Intel Core i3-2312M @ 2.10GHz;2;1171;925;35;PGA988B;Laptop
Intel Core i3-2328M @ 2.20GHz;2;1235;982;35;PGA988;Laptop
Intel Core i3-2330E @ 2.20GHz;2;1823;1063;35;rPGA988;Desktop
Intel Core i3-2330M @ 2.20GHz;2;1223;963;35;BGA1023;Laptop
Intel Core i3-2332M @ 2.20GHz;2;1353;936;35;rPGA988B;Laptop
Intel Core i3-2340UE @ 1.30GHz;2;976;620;17;BGA-1023;Laptop
Intel Core i3-2348M @ 2.30GHz;2;1273;1012;35;rPGA988B;Laptop
Intel Core i3-2350M @ 2.30GHz;2;1257;973;35;PGA988B;Laptop
Intel Core i3-2357M @ 1.30GHz;2;788;601;17;Unknown;Laptop
Intel Core i3-2365M @ 1.40GHz;2;819;606;17;BGA1023;Laptop
Intel Core i3-2367M @ 1.40GHz;2;842;619;17;BGA1023;Laptop
Intel Core i3-2370M @ 2.40GHz;2;1365;1053;35;PGA988B;Laptop
Intel Core i3-2375M @ 1.50GHz;2;900;692;17;BGA1023;Laptop
Intel Core i3-2377M @ 1.50GHz;2;845;625;17;BGA1023;Laptop
Intel Core i3-3110M @ 2.40GHz;2;1636;1240;35;BGA1023;Laptop
Intel Core i3-3120M @ 2.50GHz;2;1690;1278;35;PGA988;Laptop
Intel Core i3-3130M @ 2.60GHz;2;1900;1285;35;BGA1023;Laptop
Intel Core i3-3210 @ 3.20GHz;2;2221;1706;55;LGA1155;Desktop
Intel Core i3-3217U @ 1.80GHz;2;1219;911;17;BGA1023;Laptop
Intel Core i3-3217UE @ 1.60GHz;2;1362;711;17;BGA1023;Laptop
Intel Core i3-3220 @ 3.30GHz;2;2265;1731;55;LGA1155;Desktop
Intel Core i3-3220T @ 2.80GHz;2;1932;1488;35;LGA1155;Desktop
Intel Core i3-3225 @ 3.30GHz;2;2231;1695;55;LGA1155;Desktop
Intel Core i3-3227U @ 1.90GHz;2;1288;950;17;BGA1023;Laptop
Intel Core i3-3229Y @ 1.40GHz;2;1004;678;13;BGA1023;Desktop
Intel Core i3-3240 @ 3.40GHz;2;2318;1787;55;LGA1155;Desktop
Intel Core i3-3240T @ 2.90GHz;2;2025;1543;35;LGA1155;Desktop
Intel Core i3-3245 @ 3.40GHz;2;2363;1781;55;LGA1155;Desktop
Intel Core i3-3250 @ 3.50GHz;2;2435;1834;55;LGA1155;Desktop
Intel Core i3-3250T @ 3.00GHz;2;2650;1684;35;FCLGA1155;Desktop
Intel Core i3-330E @ 2.13GHz;2;1260;934;35;BGA1288;Laptop
Intel Core i3-330M @ 2.13GHz;2;1018;814;35;BGA1288;Laptop
Intel Core i3-330UM @ 1.20GHz;2;515;346;18;BGA1288;Laptop
Intel Core i3-350M @ 2.27GHz;2;1080;878;35;BGA1288;Laptop
Intel Core i3-370M @ 2.40GHz;2;1145;971;35;PGA988A;Laptop
Intel Core i3-380M @ 2.53GHz;2;1205;1025;35;PGA988A;Laptop
Intel Core i3-380UM @ 1.33GHz;2;744;581;18;BGA1288;Laptop
Intel Core i3-390M @ 2.67GHz;2;1237;1090;35;BGA1288;Laptop
Intel Core i3-4000M @ 2.40GHz;2;1773;1260;37;FCPGA946;Laptop
Intel Core i3-4005U @ 1.70GHz;2;1660;912;15;FCBGA1168;Laptop
Intel Core i3-4010U @ 1.70GHz;2;1654;900;15;BGA1168;Laptop
Intel Core i3-4010Y @ 1.30GHz;2;1358;748;-1;BGA1168;Desktop
Intel Core i3-4012Y @ 1.50GHz;2;1278;726;-1;FCBGA1168;Laptop
Intel Core i3-4020Y @ 1.50GHz;2;1456;784;-1;BGA1168;Desktop
Intel Core i3-4025U @ 1.90GHz;2;1959;1091;15;FCBGA1168;Laptop
Intel Core i3-4030U @ 1.90GHz;2;1872;1025;15;FCBGA1168;Laptop
Intel Core i3-4030Y @ 1.60GHz;2;1654;901;-1;FCBGA1168;Laptop
Intel Core i3-4100E @ 2.40GHz;2;1848;1390;37;FCBGA1364;Mobile/Embedded
Intel Core i3-4100M @ 2.50GHz;2;2510;1406;37;FCPGA946;Laptop
Intel Core i3-4110M @ 2.60GHz;2;2678;1389;37;FCPGA946;Laptop
Intel Core i3-4110U @ 1.90GHz;2;1860;1055;-1;Unknown;Laptop
Intel Core i3-4120U @ 2.00GHz;2;1948;1177;15;FCBGA1168;Laptop
Intel Core i3-4130 @ 3.40GHz;2;3313;1885;54;LGA1150;Desktop
Intel Core i3-4130T @ 2.90GHz;2;2879;1623;35;LGA1150;Desktop
Intel Core i3-4150 @ 3.50GHz;2;3389;1936;54;FCLGA1150;Desktop
Intel Core i3-4150T @ 3.00GHz;2;2912;1617;35;FCLGA1150;Desktop
Intel Core i3-4158U @ 2.00GHz;2;1718;1005;28;FCBGA1168;Laptop
Intel Core i3-4160 @ 3.60GHz;2;3511;1999;54;FCLGA1150;Desktop
Intel Core i3-4160T @ 3.10GHz;2;3124;1760;35;LGA1150;Desktop
Intel Core i3-4170 @ 3.70GHz;2;3591;2059;54;LGA1150;Desktop
Intel Core i3-4170T @ 3.20GHz;2;3215;1826;35;LGA1150;Desktop
Intel Core i3-4330 @ 3.50GHz;2;3558;1982;54;LGA1150;Desktop
Intel Core i3-4330T @ 3.00GHz;2;3115;1726;35;LGA1150;Desktop
Intel Core i3-4330TE @ 2.40GHz;2;2022;1327;35;LGA1150;Desktop
Intel Core i3-4340 @ 3.60GHz;2;3545;2041;54;LGA1150;Desktop
Intel Core i3-4350 @ 3.60GHz;2;3501;1945;54;LGA1150;Desktop
Intel Core i3-4350T @ 3.10GHz;2;3142;1762;35;LGA1150;Laptop
Intel Core i3-4360 @ 3.70GHz;2;3631;2086;54;FCLGA1150;Desktop
Intel Core i3-4360T @ 3.20GHz;2;3286;1873;35;LGA1150;Desktop
Intel Core i3-4370 @ 3.80GHz;2;3845;2150;54;LGA1150;Desktop
Intel Core i3-4370T @ 3.30GHz;2;3361;1911;35;FCLGA1150;Desktop
Intel Core i3-4570T @ 2.90GHz;2;3244;1693;35;FCLGA1150;Desktop
Intel Core i3-5005U @ 2.00GHz;2;2018;1143;15;FCBGA1168;Laptop
Intel Core i3-5010U @ 2.10GHz;2;2197;1239;15;FCBGA1168;Laptop
Intel Core i3-5015U @ 2.10GHz;2;1855;1025;15;FCBGA1168;Laptop
Intel Core i3-5020U @ 2.20GHz;2;2185;1239;15;FCBGA1168;Laptop
Intel Core i3-5157U @ 2.50GHz;2;2593;1392;28;FCBGA1168;Laptop
Intel Core i3-530 @ 2.93GHz;2;1492;1170;73;LGA1156;Desktop
Intel Core i3-540 @ 3.07GHz;2;1534;1271;73;LGA1156;Desktop
Intel Core i3-550 @ 3.20GHz;2;1610;1341;73;LGA1156;Desktop
Intel Core i3-560 @ 3.33GHz;2;1706;1368;73;LGA1156;Desktop
Intel Core i3-6006U @ 2.00GHz;2;2282;1163;15;FCBGA1356;Laptop
Intel Core i3-6098P @ 3.60GHz;2;4025;2116;54;LGA 1151;Desktop
Intel Core i3-6100 @ 3.70GHz;2;4146;2192;51;LGA 1151;Desktop
Intel Core i3-6100E @ 2.70GHz;2;3315;1688;35;LGA 1151;Laptop
Intel Core i3-6100H @ 2.70GHz;2;3041;1543;35;LGA 1151;Laptop
Intel Core i3-6100T @ 3.20GHz;2;3671;1880;35;LGA 1151;Desktop
Intel Core i3-6100TE @ 2.70GHz;2;3152;1636;35;LGA 1151;Desktop
Intel Core i3-6100U @ 2.30GHz;2;2636;1333;15;FCBGA1356;Laptop
Intel Core i3-6102E @ 1.90GHz;2;2349;1068;25;FCBGA1440;Laptop
Intel Core i3-6157U @ 2.40GHz;2;2758;1435;28;BGA1356;Laptop
Intel Core i3-6167U @ 2.70GHz;2;3255;1636;28;FCBGA1356;Laptop
Intel Core i3-6300 @ 3.80GHz;2;4335;2292;51;LGA 1151;Desktop
Intel Core i3-6300T @ 3.30GHz;2;4003;2004;35;LGA 1151;Desktop
Intel Core i3-6320 @ 3.90GHz;2;4510;2337;51;LGA 1151;Desktop
Intel Core i3-7020U @ 2.30GHz;2;2574;1324;15;FCBGA1356;Laptop
Intel Core i3-7100 @ 3.90GHz;2;4342;2312;51;FCLGA1151;Desktop
Intel Core i3-7100H @ 3.00GHz;2;3430;1668;35;FCBGA1440;Laptop
Intel Core i3-7100T @ 3.40GHz;2;3803;1977;35;FCLGA1151;Desktop
Intel Core i3-7100U @ 2.40GHz;2;2722;1386;15;FCBGA1356;Laptop
Intel Core i3-7101E @ 3.90GHz;2;4430;2407;54;FCLGA1151;Desktop
Intel Core i3-7101TE @ 3.40GHz;2;3949;2007;35;FCLGA1151;Desktop
Intel Core i3-7102E @ 2.10GHz;2;2521;1292;25;FCBGA1440;Laptop
Intel Core i3-7130U @ 2.70GHz;2;3039;1579;15;FCBGA1356;Laptop
Intel Core i3-7167U @ 2.80GHz;2;3368;1705;28;Unknown;Laptop
Intel Core i3-7300 @ 4.00GHz;2;4530;2408;51;FCLGA1151;Desktop
Intel Core i3-7300T @ 3.50GHz;2;4211;2136;35;FCLGA1151;Desktop
